,ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
45683,45684,0.5,Ideal,F,VS1,61.2,1695,3390.0,27.69607843,SN,SN
45684,45685,0.55,Good,E,VS2,59.8,1695,3081.818182,28.34448161,SN,SN
45685,45686,0.54,Ideal,H,VVS2,61.1,1696,3140.740741,27.75777414,SP,SP
45686,45687,0.54,Ideal,H,VVS2,61.8,1696,3140.740741,27.4433657,NR,NR
45687,45688,0.71,Premium,I,SI2,62.1,1696,2388.732394,27.31078905,NR,NR
45689,45690,0.51,Very Good,F,VS1,62.4,1697,3327.45098,27.19551282,Negative,Negative
45690,45691,0.51,Very Good,E,VS1,60.4,1697,3327.45098,28.09602649,Positive,Positive
45691,45692,0.53,Ideal,F,VS1,60.7,1697,3201.886792,27.95716639,Positve,Positve
45692,45693,0.51,Ideal,E,VS1,61.8,1697,3327.45098,27.45954693,NR,NR
45693,45694,0.7,Good,H,SI2,64.2,1697,2424.285714,26.43302181,NR,NR
45695,45696,0.54,Very Good,G,VS1,63.6,1698,3144.444444,26.69811321,SN,SN
45696,45697,0.51,Very Good,H,SI1,61.0,1698,3329.411765,27.83606557,SN,SN
45697,45698,0.5,Premium,E,VS1,58.8,1698,3396.0,28.87755102,Negative,Negative
45698,45699,0.59,Ideal,I,VVS1,61.6,1698,2877.966102,27.56493506,Negative,Negative
45699,45700,0.58,Ideal,E,VS2,60.9,1698,2927.586207,27.8817734,Negative,Negative
45700,45701,0.57,Ideal,E,VS2,62.2,1698,2978.947368,27.29903537,Negative,Negative
45701,45702,0.6,Ideal,D,SI1,61.4,1698,2830.0,27.65472313,SN,SN
45702,45703,0.56,Ideal,I,VVS1,62.0,1698,3032.142857,27.38709677,Negative,Negative
45703,45704,0.56,Premium,I,VVS1,62.4,1698,3032.142857,27.21153846,SN,SN
45704,45705,0.56,Ideal,I,VVS1,62.0,1698,3032.142857,27.38709677,SN,SN
45705,45706,0.56,Ideal,G,VS2,62.1,1698,3032.142857,27.34299517,Positve,Positve
45706,45707,0.56,Ideal,G,VS2,61.0,1698,3032.142857,27.83606557,NR,NR
45707,45708,0.56,Ideal,H,VS1,62.8,1698,3032.142857,27.03821656,NR,NR
45708,45709,0.56,Ideal,G,VS2,61.2,1698,3032.142857,27.74509804,SP,SP
45709,45710,0.56,Ideal,G,VS2,61.7,1698,3032.142857,27.52025932,SN,SN
45710,45711,0.56,Ideal,G,VS2,60.6,1698,3032.142857,28.01980198,SN,SN
45711,45712,0.56,Premium,G,VS2,60.9,1698,3032.142857,27.8817734,Negative,Negative
45712,45713,0.56,Premium,G,VS2,62.5,1698,3032.142857,27.168,Negative,Negative
45713,45714,0.56,Ideal,G,VS2,62.0,1698,3032.142857,27.38709677,Negative,Negative
45714,45715,0.56,Ideal,G,VS2,61.9,1698,3032.142857,27.43134087,Negative,Negative
45715,45716,0.56,Ideal,E,SI1,62.3,1698,3032.142857,27.25521669,SN,SN
45716,45717,0.56,Ideal,E,SI1,61.7,1698,3032.142857,27.52025932,Negative,Negative
45717,45718,0.56,Ideal,E,SI1,60.9,1698,3032.142857,27.8817734,SN,SN
45718,45719,0.56,Ideal,E,SI1,62.7,1698,3032.142857,27.08133971,SN,SN
45719,45720,0.55,Ideal,F,VS2,61.2,1698,3087.272727,27.74509804,SP,SP
45720,45721,0.55,Premium,F,VS2,62.2,1698,3087.272727,27.29903537,NR,NR
45721,45722,0.55,Ideal,F,VS2,62.7,1698,3087.272727,27.08133971,NR,NR
45722,45723,0.55,Premium,D,SI1,61.6,1698,3087.272727,27.56493506,NR,NR
45723,45724,0.55,Premium,D,SI1,62.7,1698,3087.272727,27.08133971,Negative,Negative
45724,45725,0.6,Premium,E,SI1,60.0,1698,2830.0,28.3,Positive,Positive
45725,45726,0.72,Very Good,H,SI2,63.3,1698,2358.333333,26.82464455,Positve,Positve
45726,45727,0.63,Ideal,F,SI1,62.6,1698,2695.238095,27.12460064,NR,NR
45727,45728,0.55,Premium,D,SI1,60.5,1698,3087.272727,28.0661157,NR,NR
45728,45729,0.55,Premium,E,SI1,60.8,1698,3087.272727,27.92763158,SP,SP
45729,45730,0.55,Premium,F,VS2,59.7,1698,3087.272727,28.44221106,SN,SN
45730,45731,0.7,Good,J,SI2,61.6,1699,2427.142857,27.58116883,SN,SN
45731,45732,0.7,Good,I,SI2,63.4,1699,2427.142857,26.79810726,Negative,Negative
45732,45733,0.56,Ideal,E,VS2,62.8,1699,3033.928571,27.05414013,Negative,Negative
45733,45734,0.52,Ideal,H,VS1,62.0,1699,3267.307692,27.40322581,Negative,Negative
45734,45735,0.52,Ideal,H,VS1,61.0,1699,3267.307692,27.85245902,Negative,Negative
45735,45736,0.5,Premium,E,VS2,60.7,1699,3398.0,27.99011532,SN,SN
45736,45737,0.5,Premium,E,VS2,60.5,1699,3398.0,28.08264463,Negative,Negative
45737,45738,0.73,Premium,H,SI2,61.2,1699,2327.39726,27.76143791,SN,SN
45738,45739,0.62,Very Good,D,SI1,62.4,1700,2741.935484,27.24358974,SN,SN
45739,45740,0.53,Ideal,E,VS1,60.9,1700,3207.54717,27.91461412,Positve,Positve
45740,45741,0.55,Ideal,F,SI1,61.9,1700,3090.909091,27.46365105,NR,NR
45741,45742,0.5,Ideal,E,SI1,61.5,1700,3400.0,27.64227642,NR,NR
45742,45743,0.52,Good,D,VS2,63.4,1701,3271.153846,26.829653,SP,SP
45743,45744,0.52,Very Good,D,VS2,59.4,1701,3271.153846,28.63636364,SN,SN
45744,45745,0.52,Good,D,VS2,63.5,1701,3271.153846,26.78740157,SN,SN
45745,45746,0.52,Ideal,D,VS2,62.0,1701,3271.153846,27.43548387,Negative,Negative
45746,45747,0.5,Good,D,VS1,64.2,1701,3402.0,26.4953271,Negative,Negative
45747,45748,0.58,Fair,G,VS1,64.7,1701,2932.758621,26.29057187,Negative,Negative
45748,45749,0.51,Ideal,H,VVS1,62.7,1702,3337.254902,27.14513557,Negative,Negative
45749,45750,0.55,Ideal,F,VS2,60.9,1702,3094.545455,27.94745484,SN,SN
45750,45751,0.7,Ideal,I,SI2,61.5,1702,2431.428571,27.67479675,Negative,Negative
45751,45752,0.5,Very Good,D,VS2,59.1,1703,3406.0,28.81556684,SN,SN
45752,45753,0.53,Ideal,D,VS2,61.4,1704,3215.09434,27.752443,SN,SN
45753,45754,0.61,Premium,G,VS1,61.7,1704,2793.442623,27.61750405,SP,SP
45754,45755,0.61,Premium,E,VS2,61.2,1704,2793.442623,27.84313725,NR,NR
45756,45757,0.59,Ideal,G,VS2,62.0,1705,2889.830508,27.5,NR,NR
45757,45758,0.58,Ideal,F,SI1,62.2,1705,2939.655172,27.41157556,Negative,Negative
45758,45759,0.96,Fair,H,I1,61.1,1705,1776.041667,27.90507365,Positive,Positive
45760,45761,0.61,Very Good,I,VS2,62.7,1706,2796.721311,27.20893142,NR,NR
45761,45762,0.56,Very Good,F,VS2,60.8,1706,3046.428571,28.05921053,NR,NR
45762,45763,0.51,Very Good,F,VS1,61.0,1706,3345.098039,27.96721311,SP,SP
45763,45764,0.5,Very Good,H,IF,61.3,1706,3412.0,27.83034258,SN,SN
45764,45765,0.58,Ideal,F,VS2,60.2,1706,2941.37931,28.33887043,SN,SN
45765,45766,0.61,Ideal,H,VS1,61.6,1706,2796.721311,27.69480519,Negative,Negative
45766,45767,0.61,Good,H,VS1,60.1,1706,2796.721311,28.38602329,Negative,Negative
45767,45768,0.53,Ideal,D,SI1,61.2,1706,3218.867925,27.87581699,Negative,Negative
45768,45769,0.52,Ideal,F,VS1,62.5,1707,3282.692308,27.312,Negative,Negative
45769,45770,0.54,Very Good,E,VS2,61.2,1707,3161.111111,27.89215686,SN,SN
45770,45771,0.52,Ideal,D,VS1,60.9,1707,3282.692308,28.02955665,Negative,Negative
45771,45772,0.52,Premium,G,VVS2,61.0,1707,3282.692308,27.98360656,SN,SN
45772,45773,0.53,Ideal,E,VS2,60.8,1707,3220.754717,28.07565789,SN,SN
45773,45774,0.53,Ideal,E,VS2,61.4,1707,3220.754717,27.80130293,Positve,Positve
45774,45775,0.54,Very Good,I,IF,58.8,1708,3162.962963,29.04761905,NR,NR
45776,45777,0.56,Ideal,F,VS2,61.0,1708,3050.0,28.0,SP,SP
45777,45778,0.52,Ideal,E,VS2,61.7,1708,3284.615385,27.68233387,SN,SN
45778,45779,0.51,Ideal,G,VS1,61.5,1708,3349.019608,27.77235772,SN,SN
45779,45780,0.51,Ideal,G,VS1,60.9,1708,3349.019608,28.04597701,Negative,Negative
45780,45781,0.51,Ideal,E,VS1,61.5,1708,3349.019608,27.77235772,Negative,Negative
45781,45782,0.56,Ideal,D,SI1,61.3,1708,3050.0,27.862969,Negative,Negative
45782,45783,0.67,Good,I,VS2,60.7,1708,2549.253731,28.1383855,Negative,Negative
45783,45784,0.5,Good,D,VS2,64.0,1708,3416.0,26.6875,SN,SN
45784,45785,0.66,Premium,E,SI1,61.1,1708,2587.878788,27.95417349,Negative,Negative
45787,45788,0.64,Ideal,J,VVS2,62.4,1709,2670.3125,27.38782051,SP,SP
45788,45789,0.59,Very Good,I,VVS1,62.8,1709,2896.610169,27.2133758,NR,NR
45789,45790,0.54,Premium,E,VS2,60.0,1709,3164.814815,28.48333333,NR,NR
45790,45791,0.55,Ideal,F,VS2,61.7,1709,3107.272727,27.69854133,NR,NR
45791,45792,0.55,Ideal,F,VS2,60.9,1709,3107.272727,28.06239737,Negative,Negative
45792,45793,0.54,Ideal,H,VS1,61.8,1709,3164.814815,27.65372168,Positive,Positive
45793,45794,0.51,Very Good,G,VS1,63.4,1709,3350.980392,26.95583596,Positve,Positve
45794,45795,0.51,Ideal,E,VS2,61.7,1709,3350.980392,27.69854133,NR,NR
45795,45796,0.51,Premium,E,VS2,62.5,1709,3350.980392,27.344,NR,NR
45796,45797,0.51,Premium,E,VS2,63.0,1709,3350.980392,27.12698413,SP,SP
45797,45798,0.62,Very Good,H,VS2,61.7,1709,2756.451613,27.69854133,SN,SN
45799,45800,0.51,Premium,G,VS1,60.2,1709,3350.980392,28.38870432,Negative,Negative
45800,45801,0.5,Premium,H,VVS1,62.5,1710,3420.0,27.36,Negative,Negative
45801,45802,0.5,Good,H,VVS1,63.5,1710,3420.0,26.92913386,Negative,Negative
45802,45803,0.5,Premium,F,VS1,61.3,1710,3420.0,27.89559543,Negative,Negative
45803,45804,0.5,Premium,F,VS1,61.8,1710,3420.0,27.66990291,SN,SN
45804,45805,0.5,Premium,F,VS1,62.0,1710,3420.0,27.58064516,Negative,Negative
45805,45806,0.5,Very Good,F,VS1,62.3,1710,3420.0,27.44783307,SN,SN
45806,45807,0.5,Ideal,F,VS1,62.5,1710,3420.0,27.36,SN,SN
45807,45808,0.5,Ideal,H,VVS1,60.6,1710,3420.0,28.21782178,Positve,Positve
45808,45809,0.52,Good,F,VS1,61.2,1710,3288.461538,27.94117647,NR,NR
45809,45810,0.51,Ideal,F,VS2,62.3,1711,3354.901961,27.46388443,NR,NR
45810,45811,0.63,Ideal,G,SI1,62.3,1711,2715.873016,27.46388443,SP,SP
45811,45812,0.69,Ideal,G,SI2,62.7,1711,2479.710145,27.28867624,SN,SN
45812,45813,0.56,Very Good,F,VS1,62.0,1712,3057.142857,27.61290323,SN,SN
45813,45814,0.53,Premium,F,VS2,61.6,1712,3230.188679,27.79220779,Negative,Negative
45814,45815,0.59,Very Good,E,VS2,61.8,1712,2901.694915,27.70226537,Negative,Negative
45815,45816,0.52,Ideal,E,VS2,61.3,1712,3292.307692,27.92822186,Negative,Negative
45816,45817,0.5,Ideal,D,VS2,61.9,1712,3424.0,27.65751212,Negative,Negative
45817,45818,0.56,Ideal,G,VS1,61.8,1712,3057.142857,27.70226537,SN,SN
45818,45819,0.66,Ideal,I,SI1,61.2,1712,2593.939394,27.97385621,Negative,Negative
45819,45820,0.53,Ideal,H,IF,60.2,1712,3230.188679,28.43853821,SN,SN
45820,45821,0.56,Good,F,VS1,59.1,1712,3057.142857,28.9678511,SN,SN
45821,45822,0.56,Good,F,VS1,63.2,1712,3057.142857,27.08860759,SP,SP
45823,45824,0.55,Ideal,I,VVS1,62.7,1712,3112.727273,27.3046252,NR,NR
45824,45825,0.55,Ideal,I,VVS1,61.7,1712,3112.727273,27.7471637,NR,NR
45825,45826,0.55,Premium,I,VVS1,61.3,1712,3112.727273,27.92822186,Negative,Negative
45826,45827,0.65,Premium,G,SI1,59.9,1712,2633.846154,28.58096828,Positive,Positive
45827,45828,0.5,Very Good,D,VS2,60.1,1712,3424.0,28.48585691,Positve,Positve
45830,45831,0.71,Ideal,J,SI1,61.0,1713,2412.676056,28.08196721,SP,SP
45831,45832,0.61,Ideal,I,VVS1,62.5,1713,2808.196721,27.408,SN,SN
45832,45833,0.54,Ideal,E,VS2,62.8,1713,3172.222222,27.27707006,SN,SN
45833,45834,0.52,Ideal,E,SI1,60.9,1713,3294.230769,28.12807882,Negative,Negative
45834,45835,0.5,Good,E,VS1,61.0,1714,3428.0,28.09836066,Negative,Negative
45835,45836,0.55,Ideal,E,VS2,60.3,1715,3118.181818,28.44112769,Negative,Negative
45836,45837,0.55,Ideal,E,VS2,59.8,1715,3118.181818,28.67892977,Negative,Negative
45837,45838,0.55,Ideal,E,VS2,62.0,1715,3118.181818,27.66129032,SN,SN
45838,45839,0.7,Ideal,H,SI2,60.6,1715,2450.0,28.30033003,Negative,Negative
45839,45840,0.56,Premium,F,SI2,60.2,1715,3062.5,28.48837209,SN,SN
45840,45841,0.6,Very Good,F,SI1,62.1,1715,2858.333333,27.61674718,SN,SN
45841,45842,0.5,Very Good,G,VVS2,62.1,1715,3430.0,27.61674718,Positve,Positve
45842,45843,0.5,Good,G,VVS2,63.8,1715,3430.0,26.88087774,NR,NR
45843,45844,0.5,Good,G,VVS2,63.9,1715,3430.0,26.83881064,NR,NR
45844,45845,0.5,Very Good,G,VVS2,62.2,1715,3430.0,27.57234727,SP,SP
45845,45846,0.5,Good,G,VVS2,63.4,1715,3430.0,27.05047319,SN,SN
45846,45847,0.5,Very Good,G,VVS2,60.5,1715,3430.0,28.34710744,SN,SN
45847,45848,0.55,Ideal,H,VVS2,61.7,1715,3118.181818,27.79578606,Negative,Negative
45848,45849,0.71,Good,I,SI1,64.2,1715,2415.492958,26.71339564,Negative,Negative
45849,45850,0.6,Ideal,I,VVS1,62.0,1715,2858.333333,27.66129032,Negative,Negative
45850,45851,0.55,Ideal,G,VS2,61.8,1715,3118.181818,27.75080906,Negative,Negative
45851,45852,0.55,Ideal,F,VS2,61.4,1715,3118.181818,27.93159609,SN,SN
45852,45853,0.56,Ideal,H,VS1,61.1,1715,3062.5,28.06873977,Negative,Negative
45853,45854,0.55,Good,E,VS2,60.3,1715,3118.181818,28.44112769,SN,SN
45854,45855,0.54,Premium,D,SI1,62.3,1715,3175.925926,27.52808989,SN,SN
45855,45856,0.54,Ideal,D,SI1,62.6,1715,3175.925926,27.39616613,SP,SP
45856,45857,0.5,Very Good,H,VVS1,63.3,1715,3430.0,27.09320695,NR,NR
45858,45859,0.7,Very Good,G,SI2,63.2,1715,2450.0,27.13607595,NR,NR
45859,45860,0.7,Very Good,G,SI2,63.4,1715,2450.0,27.05047319,Negative,Negative
45860,45861,0.8,Fair,G,I1,64.5,1715,2143.75,26.58914729,Positive,Positive
45861,45862,0.5,Premium,F,VS1,61.6,1715,3430.0,27.84090909,Positve,Positve
45862,45863,0.7,Premium,I,SI2,63.0,1715,2450.0,27.22222222,NR,NR
45863,45864,0.5,Very Good,D,VS1,63.1,1715,3430.0,27.17908082,NR,NR
45864,45865,0.61,Premium,E,SI2,61.3,1715,2811.47541,27.9771615,SP,SP
45865,45866,0.32,Fair,F,VS2,59.6,1715,5359.375,28.77516779,SN,SN
45866,45867,0.71,Very Good,D,I1,59.7,1715,2415.492958,28.72696817,SN,SN
45867,45868,0.51,Ideal,D,VS2,62.9,1716,3364.705882,27.28139905,Negative,Negative
45868,45869,0.51,Ideal,D,VS2,61.4,1716,3364.705882,27.94788274,Negative,Negative
45869,45870,0.51,Very Good,D,VS2,62.0,1716,3364.705882,27.67741935,Negative,Negative
45870,45871,0.51,Premium,D,VS2,62.7,1716,3364.705882,27.36842105,Negative,Negative
45871,45872,0.51,Premium,D,VS2,62.0,1716,3364.705882,27.67741935,SN,SN
45872,45873,0.5,Ideal,E,VS1,61.9,1716,3432.0,27.72213247,Negative,Negative
45873,45874,0.51,Premium,D,VS2,60.9,1716,3364.705882,28.1773399,SN,SN
45874,45875,0.51,Ideal,D,VS2,61.9,1716,3364.705882,27.72213247,SN,SN
45875,45876,0.51,Very Good,E,VS1,60.0,1717,3366.666667,28.61666667,Positve,Positve
45876,45877,0.51,Very Good,E,VS1,61.0,1717,3366.666667,28.14754098,NR,NR
45877,45878,0.71,Premium,G,SI2,59.9,1717,2418.309859,28.66444073,NR,NR
45878,45879,0.59,Premium,G,VS2,62.6,1717,2910.169492,27.42811502,SP,SP
45879,45880,0.57,Ideal,D,VS2,60.3,1718,3014.035088,28.49087894,SN,SN
45880,45881,0.36,Ideal,D,VVS1,61.5,1718,4772.222222,27.93495935,SN,SN
45881,45882,0.59,Ideal,G,SI1,61.8,1718,2911.864407,27.79935275,Negative,Negative
45882,45883,0.55,Ideal,F,SI1,61.7,1718,3123.636364,27.84440843,Negative,Negative
45883,45884,0.55,Very Good,E,VS2,61.6,1719,3125.454545,27.90584416,Negative,Negative
45884,45885,0.58,Ideal,G,VS2,61.1,1719,2963.793103,28.13420622,Negative,Negative
45885,45886,0.58,Ideal,G,VS2,60.6,1719,2963.793103,28.36633663,SN,SN
45886,45887,0.61,Premium,H,VS2,62.8,1719,2818.032787,27.37261146,Negative,Negative
45887,45888,0.52,Ideal,I,VS1,62.7,1720,3307.692308,27.43221691,SN,SN
45888,45889,0.54,Ideal,J,VVS2,61.6,1720,3185.185185,27.92207792,SN,SN
45889,45890,0.58,Very Good,D,SI1,63.5,1720,2965.517241,27.08661417,SP,SP
45890,45891,0.57,Ideal,H,VS1,61.3,1720,3017.54386,28.05872757,NR,NR
45891,45892,0.52,Premium,F,VS2,60.7,1720,3307.692308,28.33607908,NR,NR
45892,45893,0.52,Ideal,F,VS2,62.5,1720,3307.692308,27.52,NR,NR
45893,45894,0.52,Premium,F,VS2,62.1,1720,3307.692308,27.69726248,Negative,Negative
45894,45895,0.52,Premium,F,VS2,62.2,1720,3307.692308,27.65273312,Positive,Positive
45895,45896,0.52,Ideal,D,SI1,60.9,1720,3307.692308,28.24302135,Positve,Positve
45896,45897,0.52,Ideal,D,SI1,61.5,1720,3307.692308,27.96747967,NR,NR
45897,45898,0.52,Ideal,D,SI1,60.0,1720,3307.692308,28.66666667,NR,NR
45898,45899,0.52,Premium,D,SI1,61.4,1720,3307.692308,28.01302932,SP,SP
45899,45900,0.52,Ideal,D,SI1,61.8,1720,3307.692308,27.83171521,SN,SN
45900,45901,0.52,Ideal,D,SI1,62.4,1720,3307.692308,27.56410256,SN,SN
45901,45902,0.52,Ideal,D,SI1,62.2,1720,3307.692308,27.65273312,Negative,Negative
45902,45903,0.52,Ideal,D,SI1,62.7,1720,3307.692308,27.43221691,Negative,Negative
45903,45904,0.52,Ideal,D,SI1,62.4,1720,3307.692308,27.56410256,Negative,Negative
45904,45905,0.54,Premium,D,SI1,60.2,1720,3185.185185,28.57142857,Negative,Negative
45906,45907,0.54,Ideal,E,SI1,61.5,1720,3185.185185,27.96747967,Negative,Negative
45907,45908,0.54,Premium,H,VS1,62.6,1720,3185.185185,27.47603834,SN,SN
45910,45911,0.53,Premium,E,VS2,60.9,1721,3247.169811,28.25944171,NR,NR
45911,45912,0.53,Ideal,E,VS2,61.3,1721,3247.169811,28.07504078,NR,NR
45912,45913,0.53,Ideal,G,VS1,62.7,1721,3247.169811,27.44816587,SP,SP
45913,45914,0.53,Premium,G,VS1,62.4,1721,3247.169811,27.58012821,SN,SN
45914,45915,0.53,Ideal,E,VS2,60.0,1721,3247.169811,28.68333333,SN,SN
45915,45916,0.53,Ideal,E,VS2,61.9,1721,3247.169811,27.80290792,Negative,Negative
45916,45917,0.53,Ideal,E,VS2,61.4,1721,3247.169811,28.02931596,Negative,Negative
45917,45918,0.53,Ideal,G,VS1,61.9,1721,3247.169811,27.80290792,Negative,Negative
45918,45919,0.53,Ideal,G,VS1,62.1,1721,3247.169811,27.71336554,Negative,Negative
45919,45920,0.53,Very Good,E,VS2,61.6,1721,3247.169811,27.93831169,SN,SN
45920,45921,0.53,Ideal,E,VS2,62.1,1721,3247.169811,27.71336554,Negative,Negative
45921,45922,0.53,Ideal,E,VS2,61.9,1721,3247.169811,27.80290792,SN,SN
45922,45923,0.53,Ideal,E,VS2,61.4,1721,3247.169811,28.02931596,SN,SN
45923,45924,0.53,Ideal,G,VS1,62.6,1721,3247.169811,27.49201278,SP,SP
45924,45925,0.53,Ideal,E,VS2,62.4,1721,3247.169811,27.58012821,NR,NR
45925,45926,0.53,Ideal,G,VS1,61.8,1721,3247.169811,27.84789644,NR,NR
45926,45927,0.53,Premium,E,VS2,59.8,1721,3247.169811,28.77926421,NR,NR
45927,45928,0.53,Ideal,E,VS2,62.7,1721,3247.169811,27.44816587,Negative,Negative
45928,45929,0.53,Very Good,G,VS1,60.1,1721,3247.169811,28.63560732,Positive,Positive
45929,45930,0.53,Ideal,G,VS1,61.9,1721,3247.169811,27.80290792,Positve,Positve
45930,45931,0.61,Very Good,E,SI1,60.1,1721,2821.311475,28.63560732,NR,NR
45931,45932,0.52,Ideal,G,VS1,61.6,1721,3309.615385,27.93831169,NR,NR
45932,45933,0.47,Ideal,E,VS1,61.8,1721,3661.702128,27.84789644,SP,SP
45933,45934,0.5,Ideal,G,VS2,62.2,1721,3442.0,27.66881029,SN,SN
45934,45935,0.51,Very Good,D,VS2,63.2,1722,3376.470588,27.24683544,SN,SN
45935,45936,0.53,Very Good,G,VS1,60.2,1722,3249.056604,28.60465116,Negative,Negative
45936,45937,0.51,Very Good,F,VS1,63.3,1722,3376.470588,27.20379147,Negative,Negative
45937,45938,0.42,Very Good,F,IF,60.0,1722,4100.0,28.7,Negative,Negative
45938,45939,0.53,Ideal,D,VS2,61.7,1722,3249.056604,27.90923825,Negative,Negative
45939,45940,0.52,Ideal,G,VS1,61.4,1722,3311.538462,28.04560261,SN,SN
45940,45941,0.52,Ideal,G,VS1,61.6,1722,3311.538462,27.95454545,Negative,Negative
45941,45942,0.52,Ideal,G,VS1,61.9,1722,3311.538462,27.819063,SN,SN
45942,45943,0.5,Very Good,G,VVS2,62.4,1723,3446.0,27.61217949,SN,SN
45943,45944,0.59,Very Good,F,VS2,61.8,1723,2920.338983,27.8802589,Positve,Positve
45944,45945,0.56,Very Good,H,VVS2,59.8,1723,3076.785714,28.81270903,NR,NR
45945,45946,0.56,Ideal,F,VS2,62.6,1723,3076.785714,27.52396166,NR,NR
45946,45947,0.56,Premium,D,SI1,61.9,1723,3076.785714,27.83521809,SP,SP
45947,45948,0.56,Ideal,D,SI1,62.5,1723,3076.785714,27.568,SN,SN
45948,45949,0.56,Ideal,D,SI1,61.2,1723,3076.785714,28.15359477,SN,SN
45949,45950,0.56,Ideal,F,VS2,61.3,1723,3076.785714,28.10766721,Negative,Negative
45950,45951,0.56,Very Good,D,SI1,59.9,1723,3076.785714,28.76460768,Negative,Negative
45951,45952,0.56,Premium,D,SI1,60.6,1723,3076.785714,28.43234323,Negative,Negative
45952,45953,0.56,Ideal,D,SI1,60.5,1723,3076.785714,28.47933884,Negative,Negative
45953,45954,0.56,Premium,D,SI1,60.8,1723,3076.785714,28.33881579,SN,SN
45954,45955,0.56,Ideal,D,SI1,62.3,1723,3076.785714,27.6565008,Negative,Negative
45955,45956,0.54,Ideal,H,VVS1,61.2,1723,3190.740741,28.15359477,SN,SN
45956,45957,0.56,Ideal,F,VS2,62.1,1723,3076.785714,27.74557166,SN,SN
45957,45958,0.56,Ideal,F,VS2,61.6,1723,3076.785714,27.97077922,SP,SP
45958,45959,0.56,Ideal,D,SI1,61.4,1723,3076.785714,28.06188925,NR,NR
45959,45960,0.56,Premium,D,SI1,61.4,1723,3076.785714,28.06188925,NR,NR
45960,45961,0.24,Ideal,F,VVS2,61.7,526,2191.666667,8.525121556,NR,NR
45961,45962,0.24,Ideal,E,VVS2,61.7,526,2191.666667,8.525121556,Negative,Negative
45962,45963,0.24,Ideal,E,VVS2,61.3,526,2191.666667,8.580750408,Positive,Positive
45963,45964,0.24,Ideal,D,VVS2,61.0,526,2191.666667,8.62295082,Positve,Positve
45964,45965,0.24,Ideal,F,VVS1,61.8,526,2191.666667,8.511326861,NR,NR
45965,45966,0.34,Ideal,H,SI1,61.3,526,1547.058824,8.580750408,NR,NR
45967,45968,0.35,Very Good,J,SI1,63.3,526,1502.857143,8.309636651,SN,SN
45968,45969,0.32,Very Good,D,SI1,63.0,526,1643.75,8.349206349,SN,SN
45969,45970,0.3,Very Good,E,SI1,62.4,526,1753.333333,8.429487179,Negative,Negative
45970,45971,0.3,Good,G,VS2,63.5,526,1753.333333,8.283464567,Negative,Negative
45971,45972,0.3,Premium,H,VS1,62.3,526,1753.333333,8.443017657,Negative,Negative
45972,45973,0.3,Good,E,SI1,63.2,526,1753.333333,8.32278481,Negative,Negative
45973,45974,0.3,Premium,E,SI1,62.5,526,1753.333333,8.416,SN,SN
45974,45975,0.3,Very Good,G,VS2,60.6,526,1753.333333,8.679867987,Negative,Negative
45975,45976,0.3,Very Good,H,VS1,62.0,526,1753.333333,8.483870968,SN,SN
45976,45977,0.3,Very Good,H,VS1,60.1,526,1753.333333,8.752079867,SN,SN
45977,45978,0.3,Premium,H,VS1,61.0,526,1753.333333,8.62295082,Positve,Positve
45978,45979,0.3,Ideal,H,VS1,62.1,526,1753.333333,8.47020934,NR,NR
45979,45980,0.3,Premium,E,SI1,61.3,526,1753.333333,8.580750408,NR,NR
45980,45981,0.3,Good,E,SI1,63.8,526,1753.333333,8.244514107,SP,SP
45981,45982,0.3,Very Good,H,VS1,62.9,526,1753.333333,8.362480127,SN,SN
45982,45983,0.3,Good,H,VS1,63.2,526,1753.333333,8.32278481,SN,SN
45983,45984,0.3,Good,H,VS1,63.4,526,1753.333333,8.296529968,Negative,Negative
45984,45985,0.3,Ideal,H,VS1,61.6,526,1753.333333,8.538961039,Negative,Negative
45985,45986,0.3,Very Good,H,VS1,62.9,526,1753.333333,8.362480127,Negative,Negative
45986,45987,0.3,Premium,G,VS2,61.9,526,1753.333333,8.497576737,Negative,Negative
45987,45988,0.3,Good,H,VS1,63.3,526,1753.333333,8.309636651,SN,SN
45988,45989,0.3,Good,E,SI1,63.4,526,1753.333333,8.296529968,Negative,Negative
45989,45990,0.3,Very Good,H,VS1,63.0,526,1753.333333,8.349206349,SN,SN
45990,45991,0.53,Ideal,F,VS2,61.3,1723,3250.943396,28.10766721,SN,SN
45991,45992,0.7,Fair,J,SI1,63.0,1723,2461.428571,27.34920635,SP,SP
45993,45994,0.5,Ideal,E,VS1,62.2,1724,3448.0,27.7170418,NR,NR
45994,45995,0.5,Ideal,E,VS1,62.3,1724,3448.0,27.67255217,NR,NR
45995,45996,0.53,Very Good,G,VVS2,60.5,1724,3252.830189,28.49586777,Negative,Negative
45996,45997,0.53,Very Good,D,SI1,60.0,1724,3252.830189,28.73333333,Positive,Positive
45997,45998,0.54,Ideal,G,VS1,61.8,1724,3192.592593,27.89644013,Positve,Positve
45998,45999,0.54,Ideal,F,VS1,61.8,1724,3192.592593,27.89644013,NR,NR
45999,46000,0.7,Premium,I,SI2,62.1,1724,2462.857143,27.76167472,NR,NR
46000,46001,0.55,Very Good,E,VS2,61.2,1725,3136.363636,28.18627451,SP,SP
46001,46002,0.64,Very Good,F,SI1,61.2,1725,2695.3125,28.18627451,SN,SN
